# Region type : patch inlet
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.1625        	-5.053809e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16275       	-5.052963e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.163         	-5.052187e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16325       	-5.052662e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1635        	-5.051594e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16375       	-5.052583e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.164         	-5.052003e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16425       	-5.052170e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1645        	-5.051553e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16475       	-5.052232e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.165         	-5.052212e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16525       	-5.051962e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1655        	-5.051139e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16575       	-5.051059e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.166         	-5.050586e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16625       	-5.050818e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1665        	-5.050556e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16675       	-5.050542e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.167         	-5.050120e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16725       	-5.050423e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1675        	-5.049829e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16775       	-5.049883e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.168         	-5.048964e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16825       	-5.050393e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1685        	-5.049140e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16875       	-5.049472e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.169         	-5.048666e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16925       	-5.049274e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1695        	-5.048902e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16975       	-5.048642e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17          	-5.050104e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17025       	-5.048229e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1705        	-5.048754e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17075       	-5.048323e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.171         	-5.048646e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17125       	-5.048679e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1715        	-5.048048e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17175       	-5.048400e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.172         	-5.049186e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17225       	-5.048504e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1725        	-5.047189e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17275       	-5.047510e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.173         	-5.049013e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17325       	-5.048939e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1735        	-5.047003e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17375       	-5.046940e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.174         	-5.046770e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17425       	-5.046794e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1745        	-5.046563e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17475       	-5.046897e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.175         	-5.047435e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17525       	-5.046794e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1755        	-5.045850e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17575       	-5.047828e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.176         	-5.045981e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17625       	-5.046490e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1765        	-5.045486e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17675       	-5.045902e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.177         	-5.046115e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17725       	-5.045955e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1775        	-5.045453e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17775       	-5.046134e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.178         	-5.045633e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17825       	-5.046047e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1785        	-5.045213e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17875       	-5.045394e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.179         	-5.045694e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17925       	-5.046089e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1795        	-5.044375e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17975       	-5.045038e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18          	-5.043990e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18025       	-5.045183e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1805        	-5.044298e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18075       	-5.044967e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.181         	-5.044536e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18125       	-5.045557e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1815        	-5.044782e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18175       	-5.044087e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.182         	-5.043613e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18225       	-5.045814e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1825        	-5.042885e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18275       	-5.044626e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.183         	-5.043026e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18325       	-5.044228e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1835        	-5.044203e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18375       	-5.043600e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.184         	-5.043238e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18425       	-5.044175e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1845        	-5.043144e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18475       	-5.044014e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.185         	-5.042443e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18525       	-5.043744e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1855        	-5.043783e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18575       	-5.046072e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.186         	-5.041193e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18625       	-5.044197e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1865        	-5.042890e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18675       	-5.043043e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.187         	-5.042325e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18725       	-5.043941e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1875        	-5.042258e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18775       	-5.045346e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.188         	-5.050438e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18825       	-5.050659e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1885        	-5.050411e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18875       	-5.050560e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.189         	-5.038866e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18925       	-5.050469e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1895        	-5.050063e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18975       	-5.050530e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19          	-5.050209e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19025       	-5.050408e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1905        	-5.050368e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19075       	-5.050268e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.191         	-5.050294e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19125       	-5.050307e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1915        	-5.050213e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19175       	-5.050222e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.192         	-5.050138e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19225       	-5.050146e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1925        	-5.050248e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19275       	-5.050143e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.193         	-5.050058e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19325       	-5.050022e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1935        	-5.050109e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19375       	-5.049995e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.194         	-5.049938e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19425       	-5.049925e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1945        	-5.049868e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19475       	-5.049915e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.195         	-5.049932e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19525       	-5.049641e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1955        	-5.049780e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19575       	-5.049706e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.196         	-5.049692e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19625       	-5.049600e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1965        	-5.049670e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19675       	-5.049499e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.197         	-5.049503e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19725       	-5.049444e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1975        	-5.049431e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19775       	-5.049343e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.198         	-5.049283e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19825       	-5.049317e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1985        	-5.049282e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19875       	-5.049159e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.199         	-5.049128e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19925       	-5.049136e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1995        	-5.049443e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19975       	-5.049175e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2           	-5.048906e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20025       	-5.048926e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2005        	-5.048850e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20075       	-5.048823e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.201         	-5.048854e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20125       	-5.048655e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2015        	-5.049163e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20175       	-5.048740e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.202         	-5.048600e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20225       	-5.048519e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2025        	-5.048505e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20275       	-5.048426e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.203         	-5.048389e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20325       	-5.048852e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2035        	-5.047952e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20375       	-5.048437e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.204         	-5.048094e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20425       	-5.048304e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2045        	-5.048079e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20475       	-5.048084e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.205         	-5.048370e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20525       	-5.048049e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2055        	-5.047851e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20575       	-5.047845e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.206         	-5.047796e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20625       	-5.048112e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2065        	-5.047824e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20675       	-5.047627e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.207         	-5.047542e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20725       	-5.047604e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2075        	-5.047431e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20775       	-5.047402e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.208         	-5.047708e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20825       	-5.047402e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2085        	-5.047222e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20875       	-5.047157e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.209         	-5.047072e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20925       	-5.047407e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2095        	-5.047161e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20975       	-5.046955e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21          	-5.046813e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21025       	-5.046867e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2105        	-5.046701e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21075       	-5.046697e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.211         	-5.046949e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21125       	-5.046630e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2115        	-5.046478e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21175       	-5.046421e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.212         	-5.046374e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21225       	-5.046364e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2125        	-5.046541e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21275       	-5.046299e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.213         	-5.045998e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21325       	-5.046440e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2135        	-5.046071e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21375       	-5.046154e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.214         	-5.046027e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21425       	-5.046004e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2145        	-5.045851e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21475       	-5.045663e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.215         	-5.045508e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21525       	-5.045554e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2155        	-5.045427e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21575       	-5.045423e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.216         	-5.045591e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21625       	-5.045371e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2165        	-5.045291e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21675       	-5.045146e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.217         	-5.045070e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21725       	-5.045265e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2175        	-5.045034e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21775       	-5.045060e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.218         	-5.044971e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21825       	-5.044951e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2185        	-5.044821e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21875       	-5.044596e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.219         	-5.044860e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21925       	-5.044430e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2195        	-5.044477e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21975       	-5.044365e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22          	-5.044231e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22025       	-5.044258e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2205        	-5.044308e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22075       	-5.044129e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.221         	-5.044268e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22125       	-5.044032e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2215        	-5.044133e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22175       	-5.043961e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.222         	-5.044029e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22225       	-5.043576e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2225        	-5.043981e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22275       	-5.043717e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.223         	-5.043708e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22325       	-5.043329e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2235        	-5.043636e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22375       	-5.043284e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.224         	-5.043391e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22425       	-5.043497e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2245        	-5.043277e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22475       	-5.043261e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.225         	-5.043405e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22525       	-5.042847e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2255        	-5.043146e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22575       	-5.043145e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.226         	-5.042452e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22625       	-5.042614e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2265        	-5.043191e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22675       	-5.042779e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.227         	-5.042940e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22725       	-5.042734e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2275        	-5.042839e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22775       	-5.042681e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.228         	-5.042565e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22825       	-5.042403e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2285        	-5.042540e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22875       	-5.042383e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.229         	-5.042359e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22925       	-5.042499e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2295        	-5.042262e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22975       	-5.042539e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23          	-5.042090e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23025       	-5.042111e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2305        	-5.042321e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23075       	-5.042072e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.231         	-5.042093e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23125       	-5.042176e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2315        	-5.041724e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23175       	-5.042448e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.232         	-5.041746e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23225       	-5.041824e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2325        	-5.041497e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23275       	-5.041930e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.233         	-5.041422e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23325       	-5.041493e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2335        	-5.041810e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23375       	-5.041351e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.234         	-5.041392e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23425       	-5.041725e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2345        	-5.041565e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23475       	-5.041772e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.235         	-5.041311e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23525       	-5.041261e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2355        	-5.041530e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23575       	-5.041356e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.236         	-5.041510e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23625       	-5.041442e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2365        	-5.041072e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23675       	-5.041086e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.237         	-5.041559e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23725       	-5.041214e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2375        	-5.041231e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23775       	-5.041324e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.238         	-5.041154e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23825       	-5.041213e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2385        	-5.041214e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23875       	-5.041147e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.239         	-5.041063e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23925       	-5.040662e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2395        	-5.040840e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23975       	-5.040783e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24          	-5.041228e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24025       	-5.040913e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2405        	-5.041097e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24075       	-5.040658e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.241         	-5.041192e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24125       	-5.040797e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2415        	-5.041026e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24175       	-5.040530e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.242         	-5.040712e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24225       	-5.040599e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2425        	-5.041095e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24275       	-5.040559e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.243         	-5.040883e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24325       	-5.040791e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2435        	-5.040868e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24375       	-5.040682e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.244         	-5.040813e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24425       	-5.040709e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2445        	-5.040680e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24475       	-5.040763e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.245         	-5.040448e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24525       	-5.041030e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2455        	-5.040323e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24575       	-5.040900e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.246         	-5.040329e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24625       	-5.039883e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2465        	-5.040394e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24675       	-5.040514e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.247         	-5.040565e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24725       	-5.040573e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2475        	-5.040408e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24775       	-5.040471e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
